Function,Threads,Time(s),FLOP/s,Memory(Bytes)
compute_output_omp,361,0.011744,22857198969.56,25165824
compute_output_omp,362,0.006949,38629654389.71,25165824
compute_output_omp,363,0.009060,29628165228.35,25165824
compute_output_omp,364,0.007653,35075856158.84,25165824
compute_output_omp,365,0.006937,38696037491.15,25165824
compute_output_omp,366,0.006956,38589933741.52,25165824
compute_output_omp,367,0.008803,30493186004.46,25165824
compute_output_omp,368,0.006894,38936917514.27,25165824
compute_output_omp,369,0.006940,38680084747.93,25165824
compute_output_omp,370,0.007388,36334588919.31,25165824
compute_output_omp,371,0.009546,28120080592.49,25165824
compute_output_omp,372,0.007888,34030524613.65,25165824
compute_output_omp,373,0.007523,35681685581.63,25165824
compute_output_omp,374,0.010133,26491762513.94,25165824
compute_output_omp,375,0.009847,27260838886.29,25165824
compute_output_omp,376,0.008134,33002107716.10,25165824
compute_output_omp,377,0.007873,34095448696.10,25165824
compute_output_omp,378,0.009251,29016543138.05,25165824
compute_output_omp,379,0.008374,32055915122.36,25165824
compute_output_omp,380,0.009275,28941954317.07,25165824
compute_output_omp,381,0.007833,34269796884.48,25165824
compute_output_omp,382,0.008935,30043225179.92,25165824
compute_output_omp,383,0.009268,28963545567.43,25165824
compute_output_omp,384,0.008918,30101056219.73,25165824
compute_output_omp,385,0.009785,27433539797.83,25165824
compute_output_omp,386,0.025058,10712551801.05,25165824
compute_output_omp,387,0.008088,33188890073.18,25165824
compute_output_omp,388,0.011406,23534205113.66,25165824
compute_output_omp,389,0.009763,27495174652.44,25165824
compute_output_omp,390,0.011539,23263356065.18,25165824
compute_output_omp,391,0.008012,33504937115.90,25165824
compute_output_omp,392,0.008910,30127636585.66,25165824
compute_output_omp,393,0.010880,24672391349.49,25165824
compute_output_omp,394,0.012033,22308300115.76,25165824
compute_output_omp,395,0.010842,24759201012.50,25165824
compute_output_omp,396,0.009760,27503906264.48,25165824
compute_output_omp,397,0.009184,29228210764.07,25165824
compute_output_omp,398,0.009581,28017217609.18,25165824
compute_output_omp,399,0.008775,30590949785.15,25165824
compute_output_omp,400,0.011976,22414443408.31,25165824
compute_output_omp,401,0.012621,21269077883.53,25165824
compute_output_omp,402,0.009120,29433752662.41,25165824
compute_output_omp,403,0.010494,25579913821.26,25165824
compute_output_omp,404,0.009052,29654697680.69,25165824
compute_output_omp,405,0.008719,30787528215.55,25165824
compute_output_omp,406,0.009647,27825418452.48,25165824
compute_output_omp,407,0.007856,34168914656.39,25165824
