Function,Threads,Time(s),FLOP/s,Memory(Bytes)
apply_causal_mask_omp,360,0.000211,9939088160.69,33554432
apply_causal_mask_omp,361,0.000211,9939088160.69,33554432
apply_causal_mask_omp,362,0.000184,11393902878.51,33554432
apply_causal_mask_omp,363,0.000237,8849188151.11,33554432
apply_causal_mask_omp,364,0.000204,10287828096.15,33554432
apply_causal_mask_omp,365,0.000186,11277042336.16,33554432
apply_causal_mask_omp,366,0.000209,10029752590.89,33554432
apply_causal_mask_omp,367,0.000209,10041202080.15,33554432
apply_causal_mask_omp,368,0.000180,11650454334.05,33554432
apply_causal_mask_omp,369,0.000191,10981389540.83,33554432
apply_causal_mask_omp,370,0.000212,9883250586.75,33554432
apply_causal_mask_omp,371,0.000185,11349797448.01,33554432
apply_causal_mask_omp,372,0.000198,10584949485.21,33554432
apply_causal_mask_omp,373,0.000201,10434274047.70,33554432
apply_causal_mask_omp,374,0.000196,10700843092.71,33554432
apply_causal_mask_omp,375,0.000176,11918825233.34,33554432
apply_causal_mask_omp,376,0.000180,11650454334.05,33554432
apply_causal_mask_omp,377,0.000201,10434274047.70,33554432
apply_causal_mask_omp,378,0.000187,11219506405.88,33554432
apply_causal_mask_omp,379,0.000234,8957324869.87,33554432
apply_causal_mask_omp,380,0.000168,12476727691.08,33554432
apply_causal_mask_omp,381,0.000189,11092172789.67,33554432
apply_causal_mask_omp,382,0.000175,11983777959.41,33554432
apply_causal_mask_omp,383,0.000167,12547921572.34,33554432
apply_causal_mask_omp,384,0.000227,9229898239.46,33554432
apply_causal_mask_omp,385,0.000160,13108931478.70,33554432
apply_causal_mask_omp,386,0.000196,10700843092.71,33554432
apply_causal_mask_omp,387,0.000212,9883250586.75,33554432
apply_causal_mask_omp,388,0.000200,10496531052.75,33554432
apply_causal_mask_omp,389,0.000192,10913266776.93,33554432
apply_causal_mask_omp,390,0.000201,10434274047.70,33554432
apply_causal_mask_omp,391,0.000160,13108931478.70,33554432
apply_causal_mask_omp,392,0.000171,12267912164.86,33554432
apply_causal_mask_omp,393,0.000195,10753169953.80,33554432
apply_causal_mask_omp,394,0.000209,10041202080.15,33554432
apply_causal_mask_omp,395,0.000195,10753169953.80,33554432
apply_causal_mask_omp,396,0.000229,9162596898.13,33554432
apply_causal_mask_omp,397,0.000180,11650454334.05,33554432
apply_causal_mask_omp,398,0.000170,12336736356.53,33554432
apply_causal_mask_omp,399,0.000259,8099533169.62,33554432
apply_causal_mask_omp,400,0.000172,12199851625.81,33554432
apply_causal_mask_omp,401,0.000214,9795203810.92,33554432
apply_causal_mask_omp,402,0.000178,11775224929.33,33554432
apply_causal_mask_omp,403,0.000165,12711117084.12,33554432
apply_causal_mask_omp,404,0.000199,10534243140.37,33554432
apply_causal_mask_omp,405,0.000274,7655433439.69,33554432
apply_causal_mask_omp,406,0.000197,10649023029.31,33554432
apply_causal_mask_omp,407,0.000171,12267912164.86,33554432
apply_causal_mask_omp,408,0.000218,9623734159.96,33554432
apply_causal_mask_omp,409,0.000230,9115122302.81,33554432
apply_causal_mask_omp,410,0.000185,11335171420.37,33554432
apply_causal_mask_omp,411,0.000189,11106178058.34,33554432
apply_causal_mask_omp,412,0.000181,11589055365.23,33554432
apply_causal_mask_omp,413,0.000202,10384997664.94,33554432
apply_causal_mask_omp,414,0.000192,10926823630.07,33554432
apply_causal_mask_omp,415,0.000198,10597702436.40,33554432
apply_causal_mask_omp,416,0.000192,10926823630.07,33554432
apply_causal_mask_omp,417,0.000168,12476727691.08,33554432
apply_causal_mask_omp,418,0.000175,11983777959.41,33554432
apply_causal_mask_omp,419,0.000191,10981389540.83,33554432
apply_causal_mask_omp,420,0.000148,14164401001.95,33554432
apply_causal_mask_omp,421,0.000200,10484020288.69,33554432
apply_causal_mask_omp,422,0.000171,12250825936.22,33554432
apply_causal_mask_omp,423,0.000242,8666101499.71,33554432
apply_causal_mask_omp,424,0.000197,10649023029.31,33554432
apply_causal_mask_omp,425,0.000202,10384997664.94,33554432
apply_causal_mask_omp,426,0.000180,11650454334.05,33554432
apply_causal_mask_omp,427,0.000202,10384997664.94,33554432
apply_causal_mask_omp,428,0.000166,12638064687.08,33554432
apply_causal_mask_omp,429,0.000225,9317895150.64,33554432
apply_causal_mask_omp,430,0.000183,11468178646.95,33554432
